ticker,model,rmse,mae,dir_acc,pred_std,pred_std_ratio,rmse_vs_naive_pct
ABEV,RandomForest,0.042619861738240755,0.032391497996067664,0.4632713026444662,0.001603023932271679,0.03763006570458891,-0.010602774083891837
ABEV,HistGradientBoosting,0.04281426223800811,0.03250235638554858,0.4887365328109696,0.004241134684722371,0.09955819974686812,-0.4667776739633073
ABEV,XGBoost,0.04270515652900325,0.03235583292615558,0.48090107737512244,0.0035088865722579126,0.08236909606015605,-0.21075319902045994
ABEV,LSTM(SmoothL1),0.04264655397817851,0.03224205676555959,0.5053868756121449,0.002947553924516339,0.06919213469894141,-0.07323805483539723
ABG,Naive,0.055718243200449144,0.04233858924509779,0.0,0.0,0.0,0.0
ABG,Ridge,0.055848069388058086,0.042684067070996416,0.49195402298850577,0.006728636755821327,0.12098468393467726,-0.23300481162316206
ABG,Huber,0.05578730980977626,0.042561720261156816,0.5045977011494253,0.006347222027122242,0.11412663198830544,-0.12395690416628098
ABG,RandomForest,0.05615616268375528,0.042900081922505405,0.4781609195402299,0.004860809149873734,0.08740009009335754,-0.7859535013167879
ABG,HistGradientBoosting,0.05660869573596813,0.043310274030786945,0.4724137931034483,0.007851061074012223,0.14116650624206162,-1.5981346222915465
ABG,XGBoost,0.05607378056611038,0.042872362098093524,0.47701149425287354,0.005159714219647802,0.09277457183541349,-0.6380986643497896
ABG,LSTM(SmoothL1),0.05541158592528214,0.042117292599156524,0.5229885057471264,0.0026829783879674675,0.04824146466087423,0.5503714000166648
ABL,Naive,0.06641173357935531,0.04676682199090805,0.0,0.0,0.0,0.0
ABL,Ridge,0.07031541861649539,0.053691548598035786,0.46745562130177515,0.025120659749809354,0.38967146689381144,-5.87800502523483
ABL,Huber,0.06911305610589748,0.0523751247582059,0.4260355029585799,0.02037974230729156,0.3161303946191318,-4.067538040268675
ABL,RandomForest,0.0680788886411706,0.05118790050881164,0.48520710059171596,0.0166428326683674,0.2581634831147374,-2.5103320933840862
ABL,HistGradientBoosting,0.074007992140876,0.0572296302165724,0.48520710059171596,0.0356374552805494,0.5528079124450417,-11.438127198477545
ABL,XGBoost,0.07188410109100526,0.05361750555242606,0.5266272189349113,0.027371261706330842,0.42458278588488474,-8.240061231214547
