train_feat_before_target_end,train_return_identity,train_no_nan,val_feat_before_target_end,val_return_identity,val_no_nan,test_feat_before_target_end,test_return_identity,test_no_nan,disjoint,horizon_ok,ticker,all_passed
True,True,True,True,True,True,True,True,True,True,True,ECVT,True
True,True,True,True,True,True,True,True,True,True,True,ECX,True
True,True,True,True,True,True,True,True,True,True,True,ED,True
True,True,True,True,True,True,True,True,True,True,True,EDAP,True
True,True,True,True,True,True,True,True,True,True,True,EDD,True
True,True,True,True,True,True,True,True,True,True,True,EDF,True
True,True,True,True,True,True,True,True,True,True,True,EDIT,True
True,True,True,True,True,True,True,True,True,True,True,EDN,True
True,True,True,True,True,True,True,True,True,True,True,EDRY,True
True,True,True,True,True,True,True,True,True,True,True,EDSA,True
True,True,True,True,True,True,True,True,True,True,True,EDTK,True
True,True,True,True,True,True,True,True,True,True,True,EDU,True
True,True,True,True,True,True,True,True,True,True,True,EDUC,True
True,True,True,True,True,True,True,True,True,True,True,EEA,True
True,True,True,True,True,True,True,True,True,True,True,EEFT,True
True,True,True,True,True,True,True,True,True,True,True,EEIQ,True
True,True,True,True,True,True,True,True,True,True,True,EEX,True
True,True,True,True,True,True,True,True,True,True,True,EFC,True
True,True,True,True,True,True,True,True,True,True,True,EFOI,True
True,True,True,True,True,True,True,True,True,True,True,EFR,True
True,True,True,True,True,True,True,True,True,True,True,EFSC,True
True,True,True,True,True,True,True,True,True,True,True,EFSCP,True
True,True,True,True,True,True,True,True,True,True,True,EFSI,True
True,True,True,True,True,True,True,True,True,True,True,EFT,True
True,True,True,True,True,True,True,True,True,True,True,EFX,True
True,True,True,True,True,True,True,True,True,True,True,EFXT,True
True,True,True,True,True,True,True,True,True,True,True,EG,True
True,True,True,True,True,True,True,True,True,True,True,EGAN,True
True,True,True,True,True,True,True,True,True,True,True,EGO,True
True,True,True,True,True,True,True,True,True,True,True,EGP,True
True,True,True,True,True,True,True,True,True,True,True,EGY,True
True,True,True,True,True,True,True,True,True,True,True,EH,True
True,True,True,True,True,True,True,True,True,True,True,EHC,True
True,True,True,True,True,True,True,True,True,True,True,EHI,True
True,True,True,True,True,True,True,True,True,True,True,EHTH,True
True,True,True,True,True,True,True,True,True,True,True,EIC,True
True,True,True,True,True,True,True,True,True,True,True,EICA,True
True,True,True,True,True,True,True,True,True,True,True,EIG,True
True,True,True,True,True,True,True,True,True,True,True,EIM,True
True,True,True,True,True,True,True,True,True,True,True,EIX,True
True,True,True,True,True,True,True,True,True,True,True,EJH,True
True,True,True,True,True,True,True,True,True,True,True,EKSO,True
True,True,True,True,True,True,True,True,True,True,True,EL,True
True,True,True,True,True,True,True,True,True,True,True,ELA,True
True,True,True,True,True,True,True,True,True,True,True,ELAN,True
True,True,True,True,True,True,True,True,True,True,True,ELBM,True
True,True,True,True,True,True,True,True,True,True,True,ELC,True
True,True,True,True,True,True,True,True,True,True,True,ELDN,True
True,True,True,True,True,True,True,True,True,True,True,ELEV,True
True,True,True,True,True,True,True,True,True,True,True,ELF,True
True,True,True,True,True,True,True,True,True,True,True,ELLO,True
True,True,True,True,True,True,True,True,True,True,True,ELMD,True
True,True,True,True,True,True,True,True,True,True,True,ELME,True
True,True,True,True,True,True,True,True,True,True,True,ELP,True
True,True,True,True,True,True,True,True,True,True,True,ELS,True
True,True,True,True,True,True,True,True,True,True,True,ELSE,True
True,True,True,True,True,True,True,True,True,True,True,ELTK,True
True,True,True,True,True,True,True,True,True,True,True,ELTX,True
True,True,True,True,True,True,True,True,True,True,True,ELUT,True
True,True,True,True,True,True,True,True,True,True,True,ELV,True
True,True,True,True,True,True,True,True,True,True,True,ELVA,True
True,True,True,True,True,True,True,True,True,True,True,ELVN,True
True,True,True,True,True,True,True,True,True,True,True,EM,True
True,True,True,True,True,True,True,True,True,True,True,EMA,True
True,True,True,True,True,True,True,True,True,True,True,EMD,True
True,True,True,True,True,True,True,True,True,True,True,EME,True
True,True,True,True,True,True,True,True,True,True,True,EMF,True
True,True,True,True,True,True,True,True,True,True,True,EML,True
True,True,True,True,True,True,True,True,True,True,True,EMN,True
True,True,True,True,True,True,True,True,True,True,True,EMO,True
True,True,True,True,True,True,True,True,True,True,True,EMP,True
True,True,True,True,True,True,True,True,True,True,True,EMR,True
True,True,True,True,True,True,True,True,True,True,True,EMX,True
True,True,True,True,True,True,True,True,True,True,True,ENB,True
True,True,True,True,True,True,True,True,True,True,True,ENFY,True
True,True,True,True,True,True,True,True,True,True,True,ENGN,True
True,True,True,True,True,True,True,True,True,True,True,ENIC,True
True,True,True,True,True,True,True,True,True,True,True,ENJ,True
True,True,True,True,True,True,True,True,True,True,True,ENLV,True
True,True,True,True,True,True,True,True,True,True,True,ENO,True
True,True,True,True,True,True,True,True,True,True,True,ENOV,True
True,True,True,True,True,True,True,True,True,True,True,ENPH,True
True,True,True,True,True,True,True,True,True,True,True,ENR,True
True,True,True,True,True,True,True,True,True,True,True,ENS,True
True,True,True,True,True,True,True,True,True,True,True,ENSC,True
True,True,True,True,True,True,True,True,True,True,True,ENSG,True
True,True,True,True,True,True,True,True,True,True,True,ENTA,True
True,True,True,True,True,True,True,True,True,True,True,ENTG,True
True,True,True,True,True,True,True,True,True,True,True,ENTO,True
True,True,True,True,True,True,True,True,True,True,True,ENTX,True
True,True,True,True,True,True,True,True,True,True,True,ENVA,True
True,True,True,True,True,True,True,True,True,True,True,ENVB,True
True,True,True,True,True,True,True,True,True,True,True,ENVX,True
True,True,True,True,True,True,True,True,True,True,True,ENX,True
True,True,True,True,True,True,True,True,True,True,True,EOD,True
True,True,True,True,True,True,True,True,True,True,True,EOG,True
True,True,True,True,True,True,True,True,True,True,True,EOI,True
True,True,True,True,True,True,True,True,True,True,True,EOLS,True
True,True,True,True,True,True,True,True,True,True,True,EOS,True
True,True,True,True,True,True,True,True,True,True,True,EOSE,True
True,True,True,True,True,True,True,True,True,True,True,EOSEW,True
True,True,True,True,True,True,True,True,True,True,True,EOT,True
True,True,True,True,True,True,True,True,True,True,True,EP,True
True,True,True,True,True,True,True,True,True,True,True,EPAC,True
True,True,True,True,True,True,True,True,True,True,True,EPAM,True
True,True,True,True,True,True,True,True,True,True,True,EPC,True
True,True,True,True,True,True,True,True,True,True,True,EPD,True
True,True,True,True,True,True,True,True,True,True,True,EPIX,True
True,True,True,True,True,True,True,True,True,True,True,EPM,True
True,True,True,True,True,True,True,True,True,True,True,EPOW,True
True,True,True,True,True,True,True,True,True,True,True,EPR,True
True,True,True,True,True,True,True,True,True,True,True,EPRT,True
True,True,True,True,True,True,True,True,True,True,True,EPSN,True
True,True,True,True,True,True,True,True,True,True,True,EQ,True
True,True,True,True,True,True,True,True,True,True,True,EQBK,True
True,True,True,True,True,True,True,True,True,True,True,EQH,True
True,True,True,True,True,True,True,True,True,True,True,EQIX,True
True,True,True,True,True,True,True,True,True,True,True,EQNR,True
True,True,True,True,True,True,True,True,True,True,True,EQR,True
True,True,True,True,True,True,True,True,True,True,True,EQS,True
True,True,True,True,True,True,True,True,True,True,True,EQT,True
True,True,True,True,True,True,True,True,True,True,True,EQX,True
True,True,True,True,True,True,True,True,True,True,True,ERAS,True
True,True,True,True,True,True,True,True,True,True,True,ERC,True
True,True,True,True,True,True,True,True,True,True,True,ERH,True
True,True,True,True,True,True,True,True,True,True,True,ERIC,True
True,True,True,True,True,True,True,True,True,True,True,ERIE,True
True,True,True,True,True,True,True,True,True,True,True,ERII,True
True,True,True,True,True,True,True,True,True,True,True,ERJ,True
True,True,True,True,True,True,True,True,True,True,True,ERNA,True
True,True,True,True,True,True,True,True,True,True,True,ERO,True
True,True,True,True,True,True,True,True,True,True,True,ES,True
True,True,True,True,True,True,True,True,True,True,True,ESCA,True
True,True,True,True,True,True,True,True,True,True,True,ESE,True
True,True,True,True,True,True,True,True,True,True,True,ESEA,True
True,True,True,True,True,True,True,True,True,True,True,ESGR,True
True,True,True,True,True,True,True,True,True,True,True,ESGRO,True
True,True,True,True,True,True,True,True,True,True,True,ESGRP,True
True,True,True,True,True,True,True,True,True,True,True,ESI,True
True,True,True,True,True,True,True,True,True,True,True,ESLA,True
True,True,True,True,True,True,True,True,True,True,True,ESLT,True
True,True,True,True,True,True,True,True,True,True,True,ESNT,True
True,True,True,True,True,True,True,True,True,True,True,ESOA,True
True,True,True,True,True,True,True,True,True,True,True,ESP,True
True,True,True,True,True,True,True,True,True,True,True,ESPR,True
True,True,True,True,True,True,True,True,True,True,True,ESQ,True
True,True,True,True,True,True,True,True,True,True,True,ESRT,True
True,True,True,True,True,True,True,True,True,True,True,ESS,True
True,True,True,True,True,True,True,True,True,True,True,ESSA,True
True,True,True,True,True,True,True,True,True,True,True,ESTA,True
True,True,True,True,True,True,True,True,True,True,True,ESTC,True
True,True,True,True,True,True,True,True,True,True,True,ET,True
True,True,True,True,True,True,True,True,True,True,True,ETB,True
True,True,True,True,True,True,True,True,True,True,True,ETD,True
True,True,True,True,True,True,True,True,True,True,True,ETG,True
True,True,True,True,True,True,True,True,True,True,True,ETI,True
True,True,True,True,True,True,True,True,True,True,True,ETJ,True
True,True,True,True,True,True,True,True,True,True,True,ETN,True
True,True,True,True,True,True,True,True,True,True,True,ETNB,True
True,True,True,True,True,True,True,True,True,True,True,ETO,True
True,True,True,True,True,True,True,True,True,True,True,ETON,True
True,True,True,True,True,True,True,True,True,True,True,ETR,True
True,True,True,True,True,True,True,True,True,True,True,ETSY,True
True,True,True,True,True,True,True,True,True,True,True,ETV,True
True,True,True,True,True,True,True,True,True,True,True,ETW,True
True,True,True,True,True,True,True,True,True,True,True,ETWO,True
True,True,True,True,True,True,True,True,True,True,True,ETX,True
True,True,True,True,True,True,True,True,True,True,True,ETY,True
True,True,True,True,True,True,True,True,True,True,True,EU,True
True,True,True,True,True,True,True,True,True,True,True,EUDA,True
True,True,True,True,True,True,True,True,True,True,True,EVAX,True
True,True,True,True,True,True,True,True,True,True,True,EVC,True
True,True,True,True,True,True,True,True,True,True,True,EVCM,True
True,True,True,True,True,True,True,True,True,True,True,EVER,True
True,True,True,True,True,True,True,True,True,True,True,EVF,True
True,True,True,True,True,True,True,True,True,True,True,EVG,True
True,True,True,True,True,True,True,True,True,True,True,EVGN,True
True,True,True,True,True,True,True,True,True,True,True,EVGO,True
True,True,True,True,True,True,True,True,True,True,True,EVGOW,True
True,True,True,True,True,True,True,True,True,True,True,EVH,True
True,True,True,True,True,True,True,True,True,True,True,EVI,True
True,True,True,True,True,True,True,True,True,True,True,EVLV,True
True,True,True,True,True,True,True,True,True,True,True,EVM,True
True,True,True,True,True,True,True,True,True,True,True,EVN,True
True,True,True,True,True,True,True,True,True,True,True,EVO,True
True,True,True,True,True,True,True,True,True,True,True,EVOK,True
True,True,True,True,True,True,True,True,True,True,True,EVR,True
True,True,True,True,True,True,True,True,True,True,True,EVRG,True
True,True,True,True,True,True,True,True,True,True,True,EVRI,True
True,True,True,True,True,True,True,True,True,True,True,EVT,True
True,True,True,True,True,True,True,True,True,True,True,EVTC,True
True,True,True,True,True,True,True,True,True,True,True,EVTL,True
True,True,True,True,True,True,True,True,True,True,True,EVTV,True
True,True,True,True,True,True,True,True,True,True,True,EVV,True
True,True,True,True,True,True,True,True,True,True,True,EW,True
True,True,True,True,True,True,True,True,True,True,True,EWBC,True
True,True,True,True,True,True,True,True,True,True,True,EWCZ,True
True,True,True,True,True,True,True,True,True,True,True,EWTX,True
True,True,True,True,True,True,True,True,True,True,True,EXAS,True
True,True,True,True,True,True,True,True,True,True,True,EXC,True
True,True,True,True,True,True,True,True,True,True,True,EXE,True
True,True,True,True,True,True,True,True,True,True,True,EXEEL,True
True,True,True,True,True,True,True,True,True,True,True,EXEEZ,True
True,True,True,True,True,True,True,True,True,True,True,EXEL,True
True,True,True,True,True,True,True,True,True,True,True,EXFY,True
True,True,True,True,True,True,True,True,True,True,True,EXG,True
True,True,True,True,True,True,True,True,True,True,True,EXK,True
True,True,True,True,True,True,True,True,True,True,True,EXLS,True
True,True,True,True,True,True,True,True,True,True,True,EXOD,True
True,True,True,True,True,True,True,True,True,True,True,EXP,True
True,True,True,True,True,True,True,True,True,True,True,EXPD,True
True,True,True,True,True,True,True,True,True,True,True,EXPE,True
True,True,True,True,True,True,True,True,True,True,True,EXPI,True
True,True,True,True,True,True,True,True,True,True,True,EXPO,True
True,True,True,True,True,True,True,True,True,True,True,EXR,True
True,True,True,True,True,True,True,True,True,True,True,EXTR,True
True,True,True,True,True,True,True,True,True,True,True,EYE,True
True,True,True,True,True,True,True,True,True,True,True,EYEN,True
True,True,True,True,True,True,True,True,True,True,True,EYPT,True
True,True,True,True,True,True,True,True,True,True,True,EZGO,True
True,True,True,True,True,True,True,True,True,True,True,EZPW,True
True,True,True,True,True,True,True,True,True,True,True,F,True
True,True,True,True,True,True,True,True,True,True,True,FA,True
True,True,True,True,True,True,True,True,True,True,True,FAAS,True
True,True,True,True,True,True,True,True,True,True,True,FAF,True
True,True,True,True,True,True,True,True,True,True,True,FAMI,True
True,True,True,True,True,True,True,True,True,True,True,FANG,True
True,True,True,True,True,True,True,True,True,True,True,FARM,True
True,True,True,True,True,True,True,True,True,True,True,FARO,True
True,True,True,True,True,True,True,True,True,True,True,FAST,True
True,True,True,True,True,True,True,True,True,True,True,FAT,True
True,True,True,True,True,True,True,True,True,True,True,FATBB,True
True,True,True,True,True,True,True,True,True,True,True,FATBP,True
True,True,True,True,True,True,True,True,True,True,True,FATE,True
True,True,True,True,True,True,True,True,True,True,True,FAX,True
True,True,True,True,True,True,True,True,True,True,True,FBIN,True
True,True,True,True,True,True,True,True,True,True,True,FBIO,True
True,True,True,True,True,True,True,True,True,True,True,FBIOP,True
True,True,True,True,True,True,True,True,True,True,True,FBIZ,True
True,True,True,True,True,True,True,True,True,True,True,FBK,True
True,True,True,True,True,True,True,True,True,True,True,FBNC,True
True,True,True,True,True,True,True,True,True,True,True,FBP,True
True,True,True,True,True,True,True,True,True,True,True,FBRT,True
True,True,True,True,True,True,True,True,True,True,True,FBRX,True
True,True,True,True,True,True,True,True,True,True,True,FC,True
True,True,True,True,True,True,True,True,True,True,True,FCAP,True
True,True,True,True,True,True,True,True,True,True,True,FCBC,True
True,True,True,True,True,True,True,True,True,True,True,FCCO,True
True,True,True,True,True,True,True,True,True,True,True,FCEL,True
True,True,True,True,True,True,True,True,True,True,True,FCF,True
True,True,True,True,True,True,True,True,True,True,True,FCFS,True
True,True,True,True,True,True,True,True,True,True,True,FCN,True
True,True,True,True,True,True,True,True,True,True,True,FCNCA,True
True,True,True,True,True,True,True,True,True,True,True,FCNCO,True
True,True,True,True,True,True,True,True,True,True,True,FCNCP,True
True,True,True,True,True,True,True,True,True,True,True,FCO,True
True,True,True,True,True,True,True,True,True,True,True,FCPT,True
True,True,True,True,True,True,True,True,True,True,True,FCRX,True
True,True,True,True,True,True,True,True,True,True,True,FCT,True
True,True,True,True,True,True,True,True,True,True,True,FCUV,True
True,True,True,True,True,True,True,True,True,True,True,FCX,True
True,True,True,True,True,True,True,True,True,True,True,FDBC,True
True,True,True,True,True,True,True,True,True,True,True,FDMT,True
True,True,True,True,True,True,True,True,True,True,True,FDP,True
True,True,True,True,True,True,True,True,True,True,True,FDUS,True
True,True,True,True,True,True,True,True,True,True,True,FDX,True
True,True,True,True,True,True,True,True,True,True,True,FE,True
True,True,True,True,True,True,True,True,True,True,True,FEDU,True
True,True,True,True,True,True,True,True,True,True,True,FEIM,True
True,True,True,True,True,True,True,True,True,True,True,FELE,True
True,True,True,True,True,True,True,True,True,True,True,FEMY,True
True,True,True,True,True,True,True,True,True,True,True,FENC,True
True,True,True,True,True,True,True,True,True,True,True,FENG,True
True,True,True,True,True,True,True,True,True,True,True,FER,True
True,True,True,True,True,True,True,True,True,True,True,FERG,True
True,True,True,True,True,True,True,True,True,True,True,FET,True
True,True,True,True,True,True,True,True,True,True,True,FF,True
True,True,True,True,True,True,True,True,True,True,True,FFA,True
True,True,True,True,True,True,True,True,True,True,True,FFAI,True
True,True,True,True,True,True,True,True,True,True,True,FFBC,True
True,True,True,True,True,True,True,True,True,True,True,FFC,True
True,True,True,True,True,True,True,True,True,True,True,FFIC,True
True,True,True,True,True,True,True,True,True,True,True,FFIN,True
True,True,True,True,True,True,True,True,True,True,True,FFIV,True
True,True,True,True,True,True,True,True,True,True,True,FFWM,True
True,True,True,True,True,True,True,True,True,True,True,FGBI,True
True,True,True,True,True,True,True,True,True,True,True,FGBIP,True
True,True,True,True,True,True,True,True,True,True,True,FGEN,True
True,True,True,True,True,True,True,True,True,True,True,FGF,True
True,True,True,True,True,True,True,True,True,True,True,FGFPP,True
True,True,True,True,True,True,True,True,True,True,True,FGI,True
True,True,True,True,True,True,True,True,True,True,True,FHB,True
True,True,True,True,True,True,True,True,True,True,True,FHI,True
True,True,True,True,True,True,True,True,True,True,True,FHN,True
True,True,True,True,True,True,True,True,True,True,True,FHTX,True
True,True,True,True,True,True,True,True,True,True,True,FI,True
True,True,True,True,True,True,True,True,True,True,True,FIBK,True
True,True,True,True,True,True,True,True,True,True,True,FICO,True
True,True,True,True,True,True,True,True,True,True,True,FIGS,True
True,True,True,True,True,True,True,True,True,True,True,FINS,True
True,True,True,True,True,True,True,True,True,True,True,FINV,True
True,True,True,True,True,True,True,True,True,True,True,FINW,True
True,True,True,True,True,True,True,True,True,True,True,FIS,True
True,True,True,True,True,True,True,True,True,True,True,FISI,True
True,True,True,True,True,True,True,True,True,True,True,FITB,True
True,True,True,True,True,True,True,True,True,True,True,FITBI,True
True,True,True,True,True,True,True,True,True,True,True,FITBO,True
True,True,True,True,True,True,True,True,True,True,True,FITBP,True
True,True,True,True,True,True,True,True,True,True,True,FIVE,True
True,True,True,True,True,True,True,True,True,True,True,FIVN,True
True,True,True,True,True,True,True,True,True,True,True,FIX,True
True,True,True,True,True,True,True,True,True,True,True,FIZZ,True
True,True,True,True,True,True,True,True,True,True,True,FKWL,True
True,True,True,True,True,True,True,True,True,True,True,FL,True
True,True,True,True,True,True,True,True,True,True,True,FLC,True
True,True,True,True,True,True,True,True,True,True,True,FLD,True
True,True,True,True,True,True,True,True,True,True,True,FLEX,True
True,True,True,True,True,True,True,True,True,True,True,FLG,True
True,True,True,True,True,True,True,True,True,True,True,FLGC,True
True,True,True,True,True,True,True,True,True,True,True,FLGT,True
True,True,True,True,True,True,True,True,True,True,True,FLL,True
True,True,True,True,True,True,True,True,True,True,True,FLNC,True
True,True,True,True,True,True,True,True,True,True,True,FLNG,True
True,True,True,True,True,True,True,True,True,True,True,FLNT,True
True,True,True,True,True,True,True,True,True,True,True,FLO,True
True,True,True,True,True,True,True,True,True,True,True,FLR,True
True,True,True,True,True,True,True,True,True,True,True,FLS,True
True,True,True,True,True,True,True,True,True,True,True,FLUT,True
True,True,True,True,True,True,True,True,True,True,True,FLUX,True
True,True,True,True,True,True,True,True,True,True,True,FLWS,True
True,True,True,True,True,True,True,True,True,True,True,FLXS,True
True,True,True,True,True,True,True,True,True,True,True,FLYW,True
True,True,True,True,True,True,True,True,True,True,True,FMAO,True
True,True,True,True,True,True,True,True,True,True,True,FMBH,True
True,True,True,True,True,True,True,True,True,True,True,FMC,True
True,True,True,True,True,True,True,True,True,True,True,FMN,True
True,True,True,True,True,True,True,True,True,True,True,FMNB,True
True,True,True,True,True,True,True,True,True,True,True,FMS,True
True,True,True,True,True,True,True,True,True,True,True,FMX,True
True,True,True,True,True,True,True,True,True,True,True,FMY,True
True,True,True,True,True,True,True,True,True,True,True,FN,True
True,True,True,True,True,True,True,True,True,True,True,FNB,True
True,True,True,True,True,True,True,True,True,True,True,FND,True
True,True,True,True,True,True,True,True,True,True,True,FNF,True
True,True,True,True,True,True,True,True,True,True,True,FNGR,True
True,True,True,True,True,True,True,True,True,True,True,FNKO,True
True,True,True,True,True,True,True,True,True,True,True,FNLC,True
True,True,True,True,True,True,True,True,True,True,True,FNV,True
True,True,True,True,True,True,True,True,True,True,True,FNWB,True
True,True,True,True,True,True,True,True,True,True,True,FNWD,True
True,True,True,True,True,True,True,True,True,True,True,FOA,True
True,True,True,True,True,True,True,True,True,True,True,FOF,True
True,True,True,True,True,True,True,True,True,True,True,FOLD,True
True,True,True,True,True,True,True,True,True,True,True,FONR,True
True,True,True,True,True,True,True,True,True,True,True,FOR,True
True,True,True,True,True,True,True,True,True,True,True,FORA,True
True,True,True,True,True,True,True,True,True,True,True,FORD,True
True,True,True,True,True,True,True,True,True,True,True,FORM,True
True,True,True,True,True,True,True,True,True,True,True,FORR,True
True,True,True,True,True,True,True,True,True,True,True,FORTY,True
True,True,True,True,True,True,True,True,True,True,True,FOSL,True
True,True,True,True,True,True,True,True,True,True,True,FOSLL,True
True,True,True,True,True,True,True,True,True,True,True,FOUR,True
True,True,True,True,True,True,True,True,True,True,True,FOX,True
True,True,True,True,True,True,True,True,True,True,True,FOXA,True
True,True,True,True,True,True,True,True,True,True,True,FOXF,True
True,True,True,True,True,True,True,True,True,True,True,FPAY,True
True,True,True,True,True,True,True,True,True,True,True,FPF,True
True,True,True,True,True,True,True,True,True,True,True,FPH,True
True,True,True,True,True,True,True,True,True,True,True,FPI,True
True,True,True,True,True,True,True,True,True,True,True,FR,True
True,True,True,True,True,True,True,True,True,True,True,FRA,True
True,True,True,True,True,True,True,True,True,True,True,FRAF,True
True,True,True,True,True,True,True,True,True,True,True,FRBA,True
True,True,True,True,True,True,True,True,True,True,True,FRD,True
True,True,True,True,True,True,True,True,True,True,True,FRGE,True
True,True,True,True,True,True,True,True,True,True,True,FRGT,True
True,True,True,True,True,True,True,True,True,True,True,FRHC,True
True,True,True,True,True,True,True,True,True,True,True,FRME,True
True,True,True,True,True,True,True,True,True,True,True,FRMEP,True
True,True,True,True,True,True,True,True,True,True,True,FRO,True
True,True,True,True,True,True,True,True,True,True,True,FROG,True
True,True,True,True,True,True,True,True,True,True,True,FRPH,True
True,True,True,True,True,True,True,True,True,True,True,FRPT,True
True,True,True,True,True,True,True,True,True,True,True,FRSH,True
True,True,True,True,True,True,True,True,True,True,True,FRST,True
True,True,True,True,True,True,True,True,True,True,True,FRSX,True
True,True,True,True,True,True,True,True,True,True,True,FRT,True
True,True,True,True,True,True,True,True,True,True,True,FSBC,True
True,True,True,True,True,True,True,True,True,True,True,FSBW,True
True,True,True,True,True,True,True,True,True,True,True,FSEA,True
True,True,True,True,True,True,True,True,True,True,True,FSFG,True
True,True,True,True,True,True,True,True,True,True,True,FSI,True
True,True,True,True,True,True,True,True,True,True,True,FSK,True
True,True,True,True,True,True,True,True,True,True,True,FSLR,True
True,True,True,True,True,True,True,True,True,True,True,FSLY,True
True,True,True,True,True,True,True,True,True,True,True,FSM,True
True,True,True,True,True,True,True,True,True,True,True,FSP,True
True,True,True,True,True,True,True,True,True,True,True,FSS,True
True,True,True,True,True,True,True,True,True,True,True,FSTR,True
True,True,True,True,True,True,True,True,True,True,True,FSV,True
True,True,True,True,True,True,True,True,True,True,True,FT,True
True,True,True,True,True,True,True,True,True,True,True,FTAI,True
True,True,True,True,True,True,True,True,True,True,True,FTAIN,True
True,True,True,True,True,True,True,True,True,True,True,FTCI,True
True,True,True,True,True,True,True,True,True,True,True,FTDR,True
True,True,True,True,True,True,True,True,True,True,True,FTEK,True
True,True,True,True,True,True,True,True,True,True,True,FTF,True
True,True,True,True,True,True,True,True,True,True,True,FTFT,True
True,True,True,True,True,True,True,True,True,True,True,FTHM,True
True,True,True,True,True,True,True,True,True,True,True,FTHY,True
True,True,True,True,True,True,True,True,True,True,True,FTI,True
True,True,True,True,True,True,True,True,True,True,True,FTK,True
True,True,True,True,True,True,True,True,True,True,True,FTLF,True
True,True,True,True,True,True,True,True,True,True,True,FTNT,True
True,True,True,True,True,True,True,True,True,True,True,FTS,True
True,True,True,True,True,True,True,True,True,True,True,FTV,True
True,True,True,True,True,True,True,True,True,True,True,FUBO,True
True,True,True,True,True,True,True,True,True,True,True,FUFU,True
True,True,True,True,True,True,True,True,True,True,True,FUL,True
True,True,True,True,True,True,True,True,True,True,True,FULC,True
True,True,True,True,True,True,True,True,True,True,True,FULT,True
True,True,True,True,True,True,True,True,True,True,True,FULTP,True
True,True,True,True,True,True,True,True,True,True,True,FUN,True
True,True,True,True,True,True,True,True,True,True,True,FUNC,True
True,True,True,True,True,True,True,True,True,True,True,FUND,True
True,True,True,True,True,True,True,True,True,True,True,FURY,True
True,True,True,True,True,True,True,True,True,True,True,FUSB,True
True,True,True,True,True,True,True,True,True,True,True,FUTU,True
True,True,True,True,True,True,True,True,True,True,True,FVCB,True
True,True,True,True,True,True,True,True,True,True,True,FVRR,True
True,True,True,True,True,True,True,True,True,True,True,FWONA,True
True,True,True,True,True,True,True,True,True,True,True,FWONK,True
True,True,True,True,True,True,True,True,True,True,True,FWRD,True
True,True,True,True,True,True,True,True,True,True,True,FWRG,True
True,True,True,True,True,True,True,True,True,True,True,FXNC,True
True,True,True,True,True,True,True,True,True,True,True,FYBR,True
True,True,True,True,True,True,True,True,True,True,True,G,True
True,True,True,True,True,True,True,True,True,True,True,GAB,True
True,True,True,True,True,True,True,True,True,True,True,GABC,True
True,True,True,True,True,True,True,True,True,True,True,GAIA,True
True,True,True,True,True,True,True,True,True,True,True,GAIN,True
True,True,True,True,True,True,True,True,True,True,True,GAINN,True
True,True,True,True,True,True,True,True,True,True,True,GAINZ,True
True,True,True,True,True,True,True,True,True,True,True,GALT,True
True,True,True,True,True,True,True,True,True,True,True,GAM,True
True,True,True,True,True,True,True,True,True,True,True,GAMB,True
True,True,True,True,True,True,True,True,True,True,True,GAME,True
True,True,True,True,True,True,True,True,True,True,True,GANX,True
True,True,True,True,True,True,True,True,True,True,True,GAP,True
True,True,True,True,True,True,True,True,True,True,True,GASS,True
True,True,True,True,True,True,True,True,True,True,True,GATX,True
True,True,True,True,True,True,True,True,True,True,True,GAU,True
True,True,True,True,True,True,True,True,True,True,True,GB,True
True,True,True,True,True,True,True,True,True,True,True,GBAB,True
True,True,True,True,True,True,True,True,True,True,True,GBCI,True
True,True,True,True,True,True,True,True,True,True,True,GBDC,True
True,True,True,True,True,True,True,True,True,True,True,GBIO,True
True,True,True,True,True,True,True,True,True,True,True,GBLI,True
True,True,True,True,True,True,True,True,True,True,True,GBR,True
True,True,True,True,True,True,True,True,True,True,True,GBX,True
True,True,True,True,True,True,True,True,True,True,True,GCBC,True
True,True,True,True,True,True,True,True,True,True,True,GCI,True
True,True,True,True,True,True,True,True,True,True,True,GCMG,True
True,True,True,True,True,True,True,True,True,True,True,GCO,True
True,True,True,True,True,True,True,True,True,True,True,GCTK,True
True,True,True,True,True,True,True,True,True,True,True,GCTS,True
True,True,True,True,True,True,True,True,True,True,True,GCV,True
True,True,True,True,True,True,True,True,True,True,True,GD,True
True,True,True,True,True,True,True,True,True,True,True,GDC,True
True,True,True,True,True,True,True,True,True,True,True,GDDY,True
True,True,True,True,True,True,True,True,True,True,True,GDEN,True
True,True,True,True,True,True,True,True,True,True,True,GDEV,True
True,True,True,True,True,True,True,True,True,True,True,GDL,True
True,True,True,True,True,True,True,True,True,True,True,GDO,True
True,True,True,True,True,True,True,True,True,True,True,GDOT,True
True,True,True,True,True,True,True,True,True,True,True,GDRX,True
True,True,True,True,True,True,True,True,True,True,True,GDS,True
True,True,True,True,True,True,True,True,True,True,True,GDV,True
True,True,True,True,True,True,True,True,True,True,True,GDYN,True
True,True,True,True,True,True,True,True,True,True,True,GE,True
True,True,True,True,True,True,True,True,True,True,True,GECC,True
True,True,True,True,True,True,True,True,True,True,True,GECCO,True
True,True,True,True,True,True,True,True,True,True,True,GEF,True
True,True,True,True,True,True,True,True,True,True,True,GEG,True
True,True,True,True,True,True,True,True,True,True,True,GEL,True
True,True,True,True,True,True,True,True,True,True,True,GEN,True
